aX,aY,aZ,gX,gY,gZ
-0.332,-0.006,0.925,3.540,-9.521,-5.493
-0.337,-0.024,0.892,4.517,-9.094,-3.723
-0.289,-0.043,0.847,2.563,-2.014,-1.709
-0.224,-0.019,0.870,-2.197,3.601,-1.831
-0.199,-0.021,0.904,-2.563,2.319,-2.808
-0.239,-0.037,0.942,-2.197,-1.648,-4.456
-0.273,-0.051,0.974,-2.014,-2.319,-5.798
-0.314,-0.056,0.966,-1.099,-0.061,-6.897
-0.342,-0.049,0.961,-0.488,0.916,-6.714
-0.368,-0.043,0.968,0.793,-0.671,-5.737
-0.376,-0.056,0.980,1.953,-3.052,-4.150
-0.389,-0.047,0.995,2.625,-4.395,-2.686
-0.343,-0.027,1.017,3.235,-3.418,-0.916
-0.274,-0.016,1.003,4.395,0.854,1.282
-0.240,-0.027,0.991,4.944,2.747,0.854
-0.244,-0.020,0.973,4.822,1.282,-1.282
-0.290,-0.020,0.970,3.967,-2.319,-3.784
-0.353,-0.030,0.980,3.418,-7.080,-5.310
-0.405,-0.026,1.010,2.625,-9.277,-5.005
-0.403,-0.012,1.042,2.441,-9.033,-3.174
-0.355,0.007,1.034,4.028,-6.348,-0.977
-0.307,0.007,1.020,4.944,-0.916,0.549
-0.267,-0.001,1.003,4.639,2.563,0.366
-0.265,-0.007,0.984,3.845,0.488,-1.282
-0.330,-0.019,0.997,3.235,-6.165,-3.479
-0.389,-0.027,1.003,3.235,-12.024,-4.333
-0.397,-0.020,1.016,2.991,-12.390,-3.174
-0.335,-0.000,1.002,3.174,-7.996,-0.793
-0.270,-0.006,0.961,3.540,-3.662,0.671
-0.244,-0.012,0.947,2.380,-3.174,-0.122
-0.257,-0.019,0.951,1.221,-6.958,-1.465
-0.307,-0.032,0.983,0.427,-11.047,-3.113
-0.345,-0.036,1.016,0.977,-13.306,-3.174
-0.328,-0.026,1.025,2.441,-11.963,-1.343
-0.289,-0.020,1.009,4.395,-7.751,0.549
-0.236,-0.019,0.980,5.615,-5.981,1.648
-0.195,-0.009,0.957,5.615,-5.432,1.404
-0.196,-0.019,0.925,5.310,-4.150,-0.488
-0.229,-0.027,0.911,4.272,-5.066,-2.747
-0.272,-0.040,0.933,2.808,-8.362,-4.639
-0.339,-0.041,0.945,2.319,-11.047,-5.859
-0.341,-0.035,0.973,2.441,-11.047,-4.700
-0.311,-0.026,0.967,3.418,-6.714,-2.441
-0.305,-0.029,0.945,4.150,-2.380,-1.892
-0.296,-0.022,0.928,4.333,-2.197,-1.770
-0.302,-0.040,0.925,4.089,-4.395,-1.587
-0.332,-0.051,0.918,2.625,-7.935,-2.869
-0.346,-0.047,0.936,0.305,-11.292,-3.723
-0.336,-0.022,0.970,-1.770,-11.414,-3.113
-0.284,0.002,0.993,-1.953,-9.277,-1.282
-0.210,0.024,0.995,-0.671,-3.418,-0.122

1.585,1.398,1.298,-35.339,-40.710,30.151
2.419,1.548,1.623,-41.016,-33.203,43.640
3.268,1.658,1.549,-17.822,-9.033,51.758
3.985,1.585,1.225,40.955,16.602,35.583
3.998,1.451,0.582,90.515,41.565,-19.470
3.998,1.034,-0.409,85.144,35.950,-130.310
3.998,0.482,-0.502,38.208,-34.546,-287.476
3.861,-0.106,-0.534,-72.388,-61.768,-455.200
2.511,-0.911,-0.391,-163.574,-63.660,-603.882
-0.140,-2.464,0.031,-232.971,-33.447,-699.463
-3.888,-3.067,0.550,-261.841,-34.058,-659.729
-4.000,-2.655,1.475,-242.432,-113.770,-446.167
-4.000,-2.664,2.463,-238.220,-162.415,-251.526
-4.000,-2.548,2.462,-174.011,-67.139,-186.462
-3.275,-2.340,1.964,-118.591,46.509,-131.287
-2.018,-2.052,1.810,-98.267,33.203,-66.467
-1.476,-1.749,1.694,-66.406,-38.513,-40.466
-1.471,-1.304,1.673,-40.771,-67.505,-46.997
-1.136,-0.784,1.287,-4.578,-25.513,-24.902
-0.300,-0.463,0.719,31.189,47.119,17.212
0.417,-0.221,0.128,45.044,87.280,35.706
0.573,-0.165,-0.251,38.574,64.148,18.250
0.282,-0.213,-0.036,16.357,2.625,-9.094
-0.155,-0.206,0.402,1.404,-42.236,-23.926
-0.474,-0.291,0.796,-3.418,-42.908,-24.780
-0.475,-0.309,0.971,-5.798,-20.264,-16.418
-0.346,-0.271,1.107,-4.761,1.953,-6.104
-0.245,-0.287,1.135,8.240,6.592,-1.587
-0.313,-0.307,1.190,15.198,0.671,-3.723
-0.420,-0.256,1.129,20.447,-10.681,-7.690
-0.450,-0.233,1.016,24.292,-15.686,-6.897
-0.433,-0.200,0.937,24.414,-12.939,-4.211
-0.247,-0.125,0.904,21.667,-9.827,-1.587
-0.143,-0.065,0.879,18.066,-5.371,-1.587
-0.141,-0.001,0.888,15.137,-5.859,-6.226
-0.133,0.046,0.909,12.085,-6.714,-9.216
-0.212,0.046,0.934,10.925,-3.906,-11.780
-0.327,0.010,0.966,9.766,-3.357,-15.198
-0.433,0.006,1.004,8.057,-6.287,-15.625
-0.492,0.004,1.071,6.836,-7.996,-13.977
-0.451,0.035,1.074,6.958,-7.202,-11.597
-0.423,0.016,1.020,8.789,-4.700,-9.094
-0.369,0.009,0.950,9.644,-4.272,-7.996
-0.348,0.010,0.893,8.057,-4.395,-8.667
-0.322,0.002,0.902,5.737,-4.761,-9.949
-0.312,0.011,0.892,4.944,-2.136,-9.705
-0.313,0.010,0.894,4.517,-2.686,-10.010
-0.251,0.033,0.868,5.005,-4.639,-9.460
-0.223,0.023,0.833,4.639,-2.502,-8.911
-0.174,0.013,0.824,3.296,-0.793,-9.644
-0.153,-0.010,0.794,2.747,-0.305,-10.071
-0.239,-0.056,0.794,0.793,-1.160,-13.123
-0.370,-0.073,0.847,-2.563,-4.578,-16.052
-0.469,-0.084,0.904,-4.211,-10.010,-14.771
-0.507,-0.063,0.938,-4.211,-11.780,-12.573
-0.504,-0.021,0.983,-3.845,-11.475,-9.155
-0.401,-0.003,0.994,-1.221,-11.719,-3.357
-0.323,-0.011,1.000,2.197,-6.714,-0.244
-0.266,0.003,1.024,2.747,-1.587,-0.305
-0.150,0.022,0.999,4.883,1.160,-0.366
-0.128,-0.001,0.917,6.592,5.615,-2.869
-0.178,-0.016,0.882,4.272,4.150,-7.751
-0.247,-0.014,0.880,1.099,-2.747,-10.864
-0.373,-0.037,0.912,-1.892,-5.920,-12.512
-0.479,-0.052,0.973,-2.502,-5.432,-11.169
-0.490,-0.042,1.001,-1.343,-5.432,-6.226
-0.464,-0.035,1.011,0.549,-4.944,-1.282
-0.414,-0.021,1.014,2.441,-6.836,1.465
-0.341,-0.001,0.991,3.174,-8.667,2.258
-0.325,-0.011,0.996,2.197,-7.080,0.549
-0.335,0.001,1.026,0.610,-7.751,-1.343
-0.300,0.015,1.041,1.404,-9.399,-1.038
-0.307,-0.012,1.025,2.441,-6.287,-0.916
-0.343,-0.008,1.024,2.258,-3.174,-2.014
-0.328,0.011,1.021,3.052,-2.930,-1.221
-0.313,-0.001,0.993,4.822,-0.061,0.122
-0.311,-0.017,0.967,5.676,2.747,-0.549
-0.342,-0.038,0.941,5.737,-1.099,-1.648
-0.395,-0.049,0.945,5.188,-7.507,-2.502
-0.404,-0.024,0.966,4.211,-9.460,-1.953
-0.348,-0.000,0.968,4.639,-6.348,0.305
-0.274,-0.025,0.941,5.920,-2.747,2.747
-0.205,-0.007,0.917,5.371,-2.319,2.502
-0.186,0.003,0.928,4.272,-2.686,0.916
-0.240,-0.020,0.947,4.272,-3.235,-1.343
-0.302,-0.039,0.975,4.517,-4.272,-2.625
-0.337,-0.042,0.993,4.944,-4.517,-2.441
-0.340,-0.030,0.983,5.005,-3.052,-2.075
-0.320,-0.030,0.956,5.249,-2.747,-0.854
-0.311,-0.015,0.938,4.333,-3.845,-0.427
-0.298,0.002,0.930,3.540,-6.531,-0.061
-0.285,0.001,0.946,3.174,-6.775,-0.061
-0.253,0.012,0.958,2.380,-2.502,-0.244
-0.212,0.009,0.955,2.380,2.441,-0.793
-0.225,-0.009,0.948,2.930,1.953,-2.747
-0.270,-0.008,0.950,2.808,-3.296,-5.127
-0.337,-0.016,0.964,2.686,-7.874,-5.859
-0.386,-0.013,0.976,3.052,-7.996,-5.249
-0.381,-0.011,0.976,3.784,-3.967,-3.296
-0.331,-0.002,0.983,2.991,1.160,-1.526
-0.275,0.004,1.003,2.563,4.333,-0.793
-0.251,-0.003,1.012,4.700,4.639,-1.465
-0.248,-0.000,1.010,5.676,3.296,-2.136
-0.246,0.011,0.975,6.897,3.174,-3.418
-0.275,-0.003,0.936,7.507,3.967,-4.944
-0.314,-0.009,0.918,6.470,0.671,-6.348
-0.349,-0.010,0.920,4.761,-4.211,-7.324
-0.420,-0.033,0.940,3.357,-5.981,-7.202
-0.412,-0.009,0.964,1.892,-6.531,-5.615
-0.382,-0.015,0.978,2.441,-4.883,-2.625
-0.343,0.003,0.968,2.991,-2.930,-1.038
-0.274,0.025,0.957,3.601,-1.343,-0.122
-0.221,0.016,0.949,3.662,2.014,-0.549
-0.234,0.012,0.958,2.686,3.357,-3.479
-0.291,-0.006,1.000,2.869,-0.366,-6.226
-0.354,-0.011,1.009,4.211,-3.418,-7.263
-0.386,-0.025,0.984,5.859,-3.723,-6.958
-0.382,-0.017,0.946,6.470,-2.808,-5.676
-0.369,-0.002,0.916,5.371,-2.380,-4.578

1.404,1.333,1.002,-28.564,-33.752,44.128
2.054,1.509,1.288,-39.307,-14.832,64.819
3.114,1.593,1.713,-29.236,19.836,91.675
3.998,1.557,1.796,22.827,48.828,92.102
3.998,1.411,1.356,91.187,48.157,37.476
3.998,1.006,0.896,117.004,5.310,-66.895
3.998,0.489,0.407,83.618,-46.631,-205.566
3.998,-0.004,0.260,17.639,-83.679,-378.479
3.613,-0.630,0.335,-62.561,-63.171,-582.214
1.860,-1.994,0.222,-109.924,11.292,-784.912
-1.701,-3.972,-0.042,-139.343,50.415,-901.672
-4.000,-4.000,0.183,-139.832,-63.721,-766.052
-4.000,-3.417,1.860,-196.350,-284.180,-376.038
-4.000,-2.709,3.426,-178.040,-349.487,-190.491
-4.000,-2.840,2.758,-63.171,-94.666,-158.020
-3.486,-2.740,2.067,-45.837,111.877,-49.133
-1.790,-1.873,1.204,-24.475,113.281,54.504
-0.978,-1.082,1.033,-5.737,43.762,50.415
-0.290,-0.430,0.854,6.592,-8.301,33.691
0.405,0.010,0.319,27.527,-3.784,40.588
0.923,0.251,-0.061,25.818,20.020,28.198
0.850,0.251,-0.064,13.184,11.230,-2.258
0.430,0.077,0.141,3.967,-28.503,-25.757
-0.239,-0.135,0.391,-4.089,-53.284,-39.734
-0.762,-0.300,0.686,-11.658,-51.025,-41.321
-0.869,-0.339,0.966,-19.531,-36.377,-31.738
-0.754,-0.284,1.139,-23.315,-18.311,-21.912
-0.613,-0.214,1.244,-16.113,-8.362,-17.517
-0.467,-0.155,1.274,-3.235,-6.165,-14.526
-0.426,-0.126,1.254,9.644,-5.432,-13.184
-0.435,-0.106,1.140,21.667,-8.789,-11.658
-0.520,-0.110,1.006,28.503,-11.536,-10.559
-0.549,-0.084,0.932,27.283,-12.451,-7.935
-0.400,0.017,0.893,22.156,-8.850,-3.357
-0.181,0.096,0.790,18.311,3.418,-0.610
-0.082,0.111,0.729,13.733,12.878,-2.258
-0.049,0.080,0.748,8.301,7.629,-8.179
-0.136,0.064,0.818,3.296,-3.967,-16.602
-0.358,0.015,0.911,0.610,-16.174,-23.437
-0.504,0.002,1.024,-0.183,-25.391,-24.292
-0.519,0.015,1.087,0.610,-24.231,-21.545
-0.520,0.008,1.140,1.465,-15.442,-18.372
-0.404,0.062,1.112,3.662,-7.263,-14.954
-0.329,0.096,1.037,5.920,0.183,-12.085
-0.351,0.088,0.954,8.606,-2.197,-11.780
-0.417,0.055,0.889,11.597,-10.986,-10.498
-0.467,0.032,0.859,12.085,-13.062,-9.888
-0.504,0.010,0.866,10.742,-8.789,-9.644
-0.482,0.005,0.873,10.071,-5.127,-8.118
-0.407,0.033,0.868,9.094,0.061,-4.944
-0.269,0.060,0.836,8.850,11.780,-1.953
-0.203,0.064,0.750,8.850,25.269,-2.197
-0.262,0.038,0.658,7.690,22.766,-6.531
-0.390,-0.012,0.653,5.859,3.479,-9.888
-0.523,-0.034,0.758,1.709,-12.939,-11.597
-0.572,-0.034,0.851,-0.854,-17.578,-10.071
-0.487,-0.006,0.900,-2.136,-13.977,-4.456
-0.400,0.024,0.897,-3.723,-7.874,-1.160
-0.358,0.058,0.879,-5.554,-7.446,-0.977
-0.418,0.065,0.874,-7.324,-12.756,-2.625
-0.509,0.038,0.950,-8.972,-19.714,-3.662
-0.526,0.050,1.051,-9.338,-23.804,-2.075
-0.451,0.065,1.114,-7.141,-20.325,1.099
-0.353,0.061,1.111,-2.747,-11.353,2.686
-0.297,0.072,1.087,0.671,-4.456,1.587
-0.270,0.064,1.025,3.601,-0.488,0.549
-0.273,0.064,0.964,4.639,3.357,-1.343
-0.305,0.043,0.933,4.395,3.601,-3.906
-0.359,0.001,0.919,4.333,-1.831,-5.554
-0.423,-0.037,0.910,3.662,-10.071,-6.409
-0.453,-0.006,0.944,1.343,-14.526,-6.714
-0.441,-0.006,0.970,1.404,-13.611,-4.761
-0.398,-0.010,0.956,2.991,-8.972,-2.563
-0.338,0.010,0.949,3.296,-4.456,-1.831
-0.304,0.021,0.917,4.395,-2.014,-2.747
-0.323,0.010,0.900,5.493,-2.625,-4.272
-0.358,-0.004,0.891,5.127,-8.057,-5.066
-0.422,-0.009,0.888,4.150,-12.329,-6.104
-0.462,-0.012,0.912,2.502,-12.085,-5.676
-0.426,0.010,0.935,1.770,-9.338,-3.418
-0.363,0.003,0.949,1.526,-3.906,-1.465
-0.320,0.015,0.934,1.709,-0.122,-2.258
-0.317,0.017,0.928,2.319,-1.221,-3.296
-0.355,0.006,0.931,3.113,-5.310,-4.822
-0.437,0.005,0.957,3.418,-7.751,-6.104
-0.437,0.006,0.955,4.150,-6.836,-4.272
-0.427,-0.005,0.922,4.272,-1.648,-2.258
-0.394,-0.003,0.918,3.357,-1.038,-1.587
-0.353,0.000,0.909,2.747,-4.578,-1.221
-0.353,0.002,0.913,1.160,-6.470,-2.625
-0.353,0.026,0.922,-1.526,-8.972,-3.845
-0.339,0.043,0.921,-2.502,-13.550,-4.395
-0.336,0.034,0.910,-1.587,-15.198,-5.066
-0.344,0.032,0.923,-2.686,-15.198,-5.188
-0.363,0.018,0.942,-1.282,-16.296,-5.005
-0.378,0.003,0.962,-0.610,-17.334,-3.540
-0.365,-0.001,0.979,-0.610,-14.832,-1.892
-0.338,0.003,0.999,-0.610,-10.925,-1.099
-0.299,0.023,0.990,0.427,-8.972,-1.404
-0.282,0.042,0.981,1.892,-8.850,-2.319
-0.285,0.043,0.962,3.723,-7.629,-3.174
-0.299,0.034,0.956,4.700,-5.737,-3.845
-0.324,0.027,0.944,5.493,-4.578,-4.822
-0.343,0.005,0.918,6.714,-5.249,-5.432
-0.352,-0.006,0.889,6.653,-6.592,-5.737
-0.362,-0.009,0.881,4.578,-8.301,-5.798
-0.359,0.014,0.891,2.563,-10.132,-5.005
-0.334,0.028,0.907,1.099,-9.094,-3.235
-0.311,0.023,0.920,0.793,-5.249,-2.197
-0.272,0.018,0.940,0.610,-0.854,-2.258
-0.241,0.018,0.956,0.977,2.014,-3.174
-0.243,0.018,0.940,1.770,2.441,-5.371
-0.278,0.000,0.940,1.648,-0.061,-7.324
-0.339,-0.002,0.930,1.160,-4.822,-9.583
-0.395,-0.008,0.940,0.671,-9.705,-10.315
-0.430,-0.004,0.957,0.061,-11.719,-9.644
-0.433,-0.002,0.969,-0.183,-9.583,-8.118
-0.425,0.005,0.976,0.000,-6.226,-6.226
-0.418,0.008,0.982,0.610,-5.371,-4.639

0.962,1.128,1.004,-34.363,-48.523,25.330
1.386,1.259,1.145,-36.682,-45.044,32.593
1.976,1.364,1.344,-28.992,-20.142,42.969
2.539,1.371,1.389,-4.395,8.545,47.913
3.074,1.260,1.345,29.480,17.578,40.161
3.370,1.007,1.206,75.684,-11.047,16.235
3.475,0.655,0.899,124.023,-70.618,-19.958
3.573,0.188,0.344,136.963,-139.038,-84.595
3.759,-0.382,-0.374,79.834,-166.443,-198.181
3.403,-1.076,-0.656,-24.597,-118.103,-367.981
2.379,-1.891,-0.585,-142.395,-17.639,-565.247
0.203,-3.329,-0.409,-240.417,86.975,-743.103
-3.802,-4.000,0.011,-258.789,74.524,-786.133
-4.000,-3.500,0.651,-235.413,-70.984,-577.881
-4.000,-2.466,2.389,-277.344,-232.056,-290.588
-4.000,-2.059,3.534,-211.121,-219.116,-168.030
-4.000,-1.953,2.875,-84.534,-11.719,-137.451
-3.206,-1.590,2.175,-66.895,123.962,-65.186
-1.327,-0.939,1.455,-49.805,125.610,10.315
-0.157,-0.318,0.862,-19.897,89.417,43.335
0.376,-0.056,0.471,-2.747,53.833,25.940
0.581,0.120,0.302,-1.282,25.818,1.770
0.632,0.176,0.231,-2.441,18.677,-7.568
0.361,0.057,0.370,-7.263,12.390,-24.353
-0.094,-0.055,0.558,-12.756,-7.446,-40.894
-0.523,-0.130,0.750,-18.799,-28.259,-46.753
-0.806,-0.200,0.977,-23.804,-32.654,-39.734
-0.810,-0.222,1.131,-24.475,-23.804,-31.189
-0.783,-0.172,1.124,-20.996,-12.268,-24.414
-0.686,-0.166,1.094,-11.780,-12.390,-18.616
-0.546,-0.134,1.069,-2.930,-15.564,-11.597
-0.436,-0.136,1.083,3.601,-16.602,-8.667
-0.313,-0.103,1.050,9.521,-15.991,-7.202
-0.259,-0.069,0.985,13.611,-13.855,-7.935
-0.208,-0.042,0.928,12.756,-10.376,-9.949
-0.185,0.008,0.908,11.963,-9.399,-9.583
-0.223,0.033,0.881,10.254,-12.878,-10.071
-0.327,0.005,0.883,8.179,-14.526,-11.841
-0.437,-0.016,0.913,4.333,-12.756,-12.146
-0.502,-0.031,0.965,1.526,-9.583,-12.451
-0.502,-0.039,0.998,0.549,-7.263,-12.085
-0.516,-0.069,1.025,1.831,-8.667,-11.230
-0.469,-0.053,1.033,2.014,-15.442,-11.108
-0.408,-0.037,1.013,2.563,-18.188,-10.376
-0.411,-0.042,0.975,3.540,-16.602,-9.277
-0.396,-0.040,0.947,4.883,-15.930,-6.531
-0.344,-0.037,0.931,7.324,-12.390,-2.686
-0.305,-0.054,0.916,8.728,-5.920,-0.977
-0.270,-0.054,0.900,9.766,-2.808,-1.953
-0.212,-0.060,0.855,10.559,-1.953,-2.930
-0.241,-0.077,0.808,8.911,-0.549,-6.104
-0.265,-0.072,0.813,5.798,-2.319,-9.155
-0.297,-0.064,0.840,3.662,-5.554,-10.315
-0.355,-0.066,0.884,2.869,-8.911,-10.193
-0.414,-0.083,0.901,3.601,-11.658,-10.193
-0.437,-0.076,0.906,3.296,-12.634,-9.216
-0.399,-0.054,0.932,2.136,-12.634,-6.531
-0.324,-0.040,0.942,1.892,-8.423,-4.395
-0.303,-0.042,0.962,1.526,-2.563,-4.822
-0.269,-0.014,0.982,0.732,0.427,-5.676
-0.247,-0.006,1.003,0.671,4.883,-7.080
-0.305,-0.018,1.013,0.916,9.094,-10.864
-0.390,-0.025,1.015,2.258,8.789,-13.245
-0.437,-0.026,0.977,5.188,4.944,-12.634
-0.451,-0.032,0.951,6.531,3.540,-10.437
-0.411,-0.011,0.921,5.554,7.751,-8.484
-0.390,-0.016,0.884,4.761,11.597,-6.470
-0.372,-0.032,0.869,4.028,8.240,-5.188
-0.371,-0.037,0.877,2.197,1.648,-4.517
-0.376,-0.055,0.904,0.305,-4.761,-4.395
-0.405,-0.059,0.953,-1.404,-10.132,-5.859
-0.398,-0.042,1.005,-2.319,-12.817,-5.310
-0.374,-0.033,1.020,-0.122,-12.024,-4.272
-0.303,-0.011,0.989,2.625,-7.568,-3.357
-0.302,-0.016,0.944,5.371,-2.197,-3.784
-0.325,-0.016,0.908,7.202,-3.235,-4.822
-0.361,-0.014,0.880,8.484,-5.859,-4.639
-0.406,-0.022,0.866,8.362,-6.165,-4.272
-0.414,-0.020,0.854,6.226,-5.127,-3.418
-0.403,-0.013,0.877,3.662,-3.845,-2.258
-0.393,-0.022,0.910,1.709,-2.441,-1.404
-0.371,-0.000,0.943,0.488,-1.892,-1.221
-0.361,0.013,0.964,1.038,-2.075,-1.465
-0.327,0.025,0.966,2.991,-1.343,-2.197
-0.334,0.018,0.947,4.700,0.366,-3.662
-0.360,0.013,0.932,5.737,-0.854,-5.188
-0.419,-0.002,0.941,6.653,-4.333,-5.737
-0.474,-0.020,0.931,6.653,-6.836,-4.395
-0.498,-0.022,0.922,5.371,-6.104,-2.930
-0.478,-0.008,0.920,3.113,-3.296,-0.977
-0.416,-0.001,0.933,2.197,0.244,1.404
-0.394,-0.002,0.931,2.258,3.723,1.770
-0.394,-0.005,0.941,2.319,3.906,1.038
-0.409,-0.003,0.949,3.479,1.953,0.488
-0.427,-0.003,0.933,5.127,0.366,0.305
-0.432,-0.005,0.906,6.531,-0.549,0.916
-0.425,-0.005,0.880,6.714,-1.770,1.953
-0.399,-0.001,0.873,5.798,-3.662,3.723
-0.363,-0.000,0.888,4.578,-4.272,4.272
-0.308,-0.001,0.908,2.747,-1.648,4.395
-0.259,-0.005,0.924,0.671,2.686,2.197
-0.249,0.004,0.927,0.122,5.005,-0.916
-0.281,-0.007,0.944,0.732,1.953,-3.418
-0.347,-0.012,0.938,2.258,-3.479,-5.310
-0.423,-0.031,0.953,3.174,-6.836,-5.920
-0.455,-0.027,0.965,3.601,-6.592,-4.578
-0.455,-0.033,0.964,4.211,-3.845,-2.319
-0.433,-0.039,0.946,4.700,-0.671,-1.282
-0.427,-0.042,0.947,4.272,0.244,-0.977
-0.402,-0.024,0.957,4.211,-0.854,0.305
-0.391,-0.021,0.945,5.005,-0.732,0.854
-0.393,-0.009,0.919,4.822,0.793,0.549
-0.395,-0.011,0.902,4.211,0.061,0.183
-0.401,-0.007,0.891,3.052,-3.052,-0.488
-0.394,0.002,0.899,2.014,-6.104,-1.282
-0.351,0.005,0.927,1.465,-6.836,-0.671
-0.318,-0.011,0.934,1.282,-3.601,-1.160
-0.334,-0.021,0.954,0.854,-1.404,-2.869
-0.358,-0.028,0.960,1.709,-2.930,-3.601

2.188,1.588,1.270,-71.472,-16.846,43.823
3.094,1.785,1.498,-60.120,-10.254,42.236
3.693,1.771,1.323,28.564,2.869,29.663
3.998,1.436,0.696,146.362,13.611,-0.183
3.998,0.847,-0.138,181.091,0.061,-87.341
3.998,0.177,-0.872,120.361,-22.522,-229.553
3.767,-0.458,-0.828,-9.888,-43.274,-409.485
2.592,-1.392,-0.694,-155.579,-20.874,-601.196
0.164,-2.971,-0.129,-250.000,26.306,-745.483
-3.968,-4.000,0.419,-230.225,-10.803,-757.446
-4.000,-3.250,1.309,-164.001,-173.889,-547.546
-4.000,-2.260,2.851,-227.356,-344.177,-256.775
-4.000,-1.883,4.000,-262.512,-302.185,-121.338
-3.310,-1.711,2.951,-107.849,-61.157,-88.806
-1.870,-1.547,1.746,-31.555,125.610,-46.326
-0.683,-1.040,1.168,-47.546,128.418,-10.071
-0.327,-0.624,1.027,-38.635,22.705,-4.578
-0.298,-0.306,0.995,-18.250,-61.646,-12.756
-0.139,-0.040,0.666,-0.610,-55.603,-7.874
0.202,0.099,0.371,8.789,2.197,-2.563
0.509,0.197,0.256,11.902,35.950,-6.104
0.512,0.142,0.287,10.803,20.020,-14.160
0.054,-0.088,0.509,9.399,-21.545,-24.963
-0.500,-0.271,0.799,8.423,-48.767,-33.569
-0.711,-0.278,1.056,2.625,-43.152,-33.447
-0.613,-0.182,1.249,-3.601,-15.198,-27.283
-0.409,-0.138,1.294,-3.235,5.066,-20.813
-0.202,-0.100,1.250,5.371,6.775,-16.174
-0.184,-0.055,1.147,14.893,-3.845,-17.700
-0.288,-0.036,1.086,17.395,-17.273,-21.057
-0.453,-0.040,0.981,21.179,-28.625,-21.545
-0.571,-0.067,0.907,22.217,-29.419,-19.470
-0.509,-0.030,0.893,17.029,-22.156,-15.320
-0.357,0.056,0.915,10.071,-10.559,-12.329
-0.222,0.140,0.919,4.211,-2.319,-14.771
-0.159,0.159,0.893,0.549,1.404,-18.616
-0.252,0.137,0.877,-3.113,3.357,-24.231
-0.407,0.091,0.894,-6.836,-0.977,-26.733
-0.523,0.068,0.931,-7.507,-9.583,-24.353
-0.607,0.042,0.971,-6.409,-14.832,-19.958
-0.639,0.006,1.003,-5.188,-15.930,-15.076
